Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality,Productivity_Score
EMP0114,57,3,5,Male,Master Degree,Divorced,Yes,Suburban,Data Science,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),43,Moderate,Daily,87.5,97.1,88.2,95,9,0,100,7,5,04-02-24,High,98
EMP0115,33,3,1,Male,Bachelor Degree,In Relationship,No,Urban,Engineering,Senior,Startup (1-50),Technology,Average,Very Fast (100+ Mbps),47,Very High,Monthly,95.1,97.5,89.6,95,3,33,100,4,9,14-03-24,High,98
EMP0116,37,5,0,Female,Master Degree,Single,No,Suburban,Engineering,Senior,Large (1001-5000),Retail,Good,Very Fast (100+ Mbps),41,High,Bi-weekly,100,89.9,78.3,95,8,41,100,7,6,03-03-24,High,98
EMP0117,34,4,0,Female,Bachelor Degree,Divorced,Yes,Urban,Sales,Junior,Enterprise (5000+),Technology,Good,Moderate (25-50 Mbps),48,High,Bi-weekly,72.5,76,50.7,84.8,6,58,100,2,4,18-02-24,High,72.8
EMP0118,24,0,0,Female,Master Degree,Single,No,Urban,Product,Junior,Small (51-200),Technology,Poor,Fast (50-100 Mbps),45,Low,Few times per week,81.5,62.5,59.6,78.6,9,53,84.6,6,7,12-05-24,Low,67.3
EMP0119,45,12,5,Female,Bachelor Degree,Married,No,Urban,Marketing,Senior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),36,High,Monthly,53.6,62.2,37.9,69.1,6,0,100,6,7,05-04-24,High,56
EMP0120,41,5,4,Female,Bachelor Degree,Married,No,Rural,Engineering,Mid-Level,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),54,Low,Weekly,78.5,69,47.7,85.9,6,43,99.1,6,6,12-04-24,High,70.4
EMP0121,42,13,4,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Senior,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),43,Moderate,Weekly,100,100,85.3,95,6,46,100,5,8,26-03-24,High,98
EMP0122,26,1,3,Male,Professional Degree,Married,No,Urban,Sales,Mid-Level,Large (1001-5000),Finance,Excellent,Very Fast (100+ Mbps),44,Moderate,Few times per week,47.2,64,49.2,72.5,5,23,89.1,5,6,12-02-24,High,54.3
EMP0123,47,14,4,Male,Master Degree,Single,Yes,Urban,Operations,Lead,Small (51-200),Technology,Good,Very Fast (100+ Mbps),36,Moderate,Daily,100,94.2,76.7,95,10,5,100,6,4,11-04-24,High,98
EMP0124,22,1,1,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Junior,Large (1001-5000),Finance,Good,Moderate (25-50 Mbps),32,Very High,Bi-weekly,76.8,100,94.2,95,8,46,100,5,2,25-02-24,Low,94.8
EMP0125,40,2,3,Male,Associate Degree,In Relationship,No,Suburban,HR,Junior,Small (51-200),Consulting,Average,Fast (50-100 Mbps),35,Very High,Few times per week,40.2,62.3,59.2,89.2,11,37,98.5,9,9,01-05-24,Medium,56.6
EMP0126,54,6,3,Female,Bachelor Degree,Single,No,Urban,Operations,Senior,Large (1001-5000),Media,Good,Fast (50-100 Mbps),47,High,Monthly,85.1,89.8,81.5,95,8,16,100,9,6,22-04-24,High,92.2
EMP0127,26,1,1,Female,Bachelor Degree,Single,Yes,Urban,Product,Junior,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),52,Very High,Daily,40,50,60.3,57.9,10,36,100,5,7,23-04-24,High,42.6
EMP0128,29,2,3,Male,Associate Degree,Married,Yes,Rural,Marketing,Junior,Startup (1-50),Healthcare,Poor,Very Fast (100+ Mbps),43,Very Low,Monthly,40,58.4,49.5,64.9,7,35,78.4,7,4,22-01-24,High,45
EMP0129,35,2,2,Female,Bachelor Degree,Divorced,No,Suburban,Sales,Junior,Medium (201-1000),Technology,Average,Fast (50-100 Mbps),42,Moderate,Daily,63.8,76.6,62.6,83.7,10,65,100,7,6,13-02-24,High,65.2
EMP0130,30,5,0,Female,Master Degree,Single,No,Suburban,Data Science,Mid-Level,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),47,High,Few times per week,66.2,50,69.6,84,9,6,100,8,7,29-04-24,High,65.6
EMP0131,22,1,1,Male,Master Degree,Married,No,Urban,Sales,Junior,Startup (1-50),Retail,Average,Fast (50-100 Mbps),50,Moderate,Few times per week,76,57.2,45.8,82,9,59,60.1,1,6,19-01-24,High,63.5
EMP0132,35,8,4,Female,Bachelor Degree,Divorced,No,Urban,Sales,Senior,Startup (1-50),Healthcare,Average,Very Fast (100+ Mbps),33,Very Low,Weekly,52.7,66.7,69.7,79.3,10,24,94.1,5,10,27-04-24,High,60.8
EMP0133,25,1,0,Female,Bachelor Degree,Single,Yes,Suburban,Customer Success,Mid-Level,Large (1001-5000),Finance,Excellent,Moderate (25-50 Mbps),51,Low,Weekly,72.6,84.5,58.9,88.2,5,31,66.7,3,7,24-02-24,High,74.6
EMP0134,39,1,5,Male,PhD,Married,Yes,Suburban,Engineering,Junior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),39,Moderate,Few times per week,79.3,76.6,78.1,95,4,0,89.1,5,10,06-03-24,Medium,75.2
EMP0135,26,1,1,Male,Master Degree,Married,Yes,Suburban,Sales,Junior,Enterprise (5000+),Government,Average,Fast (50-100 Mbps),48,High,Daily,65,75.7,52.7,79.9,12,60,100,6,4,18-02-24,High,67.1
EMP0136,48,6,4,Female,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Media,Good,Fast (50-100 Mbps),35,Very High,Few times per week,77.3,86.6,59.1,95,2,16,100,8,9,23-01-24,Low,75.4
EMP0137,27,3,5,Female,PhD,Divorced,Yes,Suburban,Engineering,Junior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),48,Very High,Daily,100,98.3,88.2,95,11,0,100,8,7,11-02-24,High,97.2
EMP0138,32,6,5,Female,Master Degree,Single,Yes,Suburban,Engineering,Lead,Startup (1-50),Technology,Good,Fast (50-100 Mbps),33,Very High,Weekly,48.7,52.3,40.6,64.3,6,0,100,6,5,10-05-24,High,49.3
EMP0139,42,4,5,Female,Associate Degree,In Relationship,No,Rural,Engineering,Senior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),48,Very High,Daily,88.8,97.2,73.3,95,9,0,100,2,8,14-05-24,High,98
EMP0140,23,0,2,Female,Bachelor Degree,In Relationship,Yes,Urban,Sales,Junior,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),45,Low,Few times per week,77.7,74.7,61.4,85.4,12,45,70.2,5,7,27-03-24,Medium,76.1
EMP0141,37,5,2,Male,PhD,Single,No,Suburban,Customer Success,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),32,Low,Monthly,95.6,100,90.6,95,6,21,100,3,7,06-05-24,High,97.5
EMP0142,46,6,3,Female,Bachelor Degree,Single,No,Suburban,Operations,Lead,Large (1001-5000),Education,Poor,Very Fast (100+ Mbps),49,Moderate,Daily,100,99,90.1,95,11,21,100,7,4,15-04-24,High,98
EMP0143,22,0,1,Male,Associate Degree,In Relationship,No,Rural,Operations,Junior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),36,Moderate,Few times per week,90.2,85.7,85,95,7,64,98.4,7,7,24-02-24,High,92.8
EMP0144,36,5,0,Male,Bachelor Degree,Married,No,Suburban,Marketing,Senior,Enterprise (5000+),Healthcare,Average,Fast (50-100 Mbps),48,Moderate,Daily,86,81.9,63.7,90.2,6,43,76.4,6,5,11-02-24,Medium,76.6
EMP0145,37,5,5,Female,Master Degree,Married,No,Rural,Customer Success,Mid-Level,Large (1001-5000),Healthcare,Excellent,Very Fast (100+ Mbps),42,High,Daily,74.4,81.8,70.1,95,9,0,100,5,6,07-04-24,High,79.6
EMP0146,42,9,3,Female,Professional Degree,Married,Yes,Rural,Product,Senior,Enterprise (5000+),Media,Good,Very Fast (100+ Mbps),34,Low,Few times per week,81.7,83.4,75.5,95,11,44,75.2,8,9,18-03-24,High,86.1
EMP0147,23,0,4,Male,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Startup (1-50),Technology,Good,Fast (50-100 Mbps),35,High,Few times per week,67.9,83.4,83.3,95,4,0,100,6,4,05-03-24,Medium,77.6
EMP0148,23,0,5,Female,Bachelor Degree,Divorced,Yes,Suburban,Customer Success,Junior,Startup (1-50),Manufacturing,Good,Moderate (25-50 Mbps),65,Moderate,Few times per week,68.1,72.1,80.5,94.4,8,0,100,6,9,07-05-24,High,77.5
EMP0149,39,2,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Mid-Level,Enterprise (5000+),Consulting,Average,Fast (50-100 Mbps),55,High,Bi-weekly,51.5,69.2,63.2,81.7,9,44,100,8,6,11-05-24,Medium,67.8
EMP0150,37,7,4,Female,Bachelor Degree,Single,No,Urban,Operations,Mid-Level,Startup (1-50),Government,Average,Moderate (25-50 Mbps),40,Low,Weekly,52.7,59,51.1,63.8,7,9,91.5,2,4,06-04-24,High,48.7
EMP0151,37,5,4,Male,Associate Degree,Divorced,No,Urban,Operations,Senior,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),44,Moderate,Bi-weekly,60.9,78.9,89.6,91.4,9,15,100,4,8,13-03-24,High,74.9
EMP0152,38,3,1,Female,PhD,Divorced,No,Urban,Marketing,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),49,Moderate,Few times per week,92.4,83.7,66.9,95,13,25,100,6,7,02-02-24,High,84.5
EMP0153,28,3,2,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Mid-Level,Large (1001-5000),Government,Average,Fast (50-100 Mbps),34,Very High,Few times per week,47.1,62.3,61.5,83.4,6,42,100,6,6,17-02-24,High,65.1
EMP0154,37,6,5,Male,Bachelor Degree,In Relationship,No,Urban,Engineering,Mid-Level,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),46,High,Few times per week,95.9,98.8,88.2,95,5,0,100,6,5,01-02-24,Low,98
EMP0155,37,8,5,Female,Master Degree,Married,Yes,Suburban,Engineering,Lead,Startup (1-50),Healthcare,Excellent,Very Fast (100+ Mbps),47,Moderate,Weekly,88.2,100,86.2,95,11,0,100,7,6,15-02-24,High,98
EMP0156,28,2,5,Female,High School,Single,No,Suburban,Product,Junior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),44,High,Few times per week,100,100,83.1,95,10,0,100,5,4,19-04-24,High,98
EMP0157,51,2,3,Female,PhD,Divorced,Yes,Suburban,Operations,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),50,Low,Daily,86.9,84.3,75.1,92.7,12,30,95.8,1,8,26-03-24,High,78.3
EMP0158,39,5,5,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Small (51-200),Finance,Good,Fast (50-100 Mbps),42,Moderate,Daily,55,70.3,74,87.8,5,0,95.7,5,5,23-03-24,High,72.4
EMP0159,24,0,0,Male,Bachelor Degree,Single,Yes,Suburban,Engineering,Junior,Large (1001-5000),Education,Average,Fast (50-100 Mbps),48,High,Few times per week,75.4,54.6,58.8,79.8,10,47,100,9,8,17-02-24,High,60.9
EMP0160,40,3,1,Female,Bachelor Degree,Married,No,Urban,Operations,Senior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),43,High,Daily,87.9,98.7,95,95,11,42,100,7,8,19-04-24,High,98
EMP0161,26,1,3,Male,Bachelor Degree,Married,Yes,Urban,Sales,Junior,Large (1001-5000),Technology,Good,Moderate (25-50 Mbps),32,Moderate,Daily,100,100,78.3,95,8,30,100,5,9,29-03-24,High,98
EMP0162,42,5,3,Female,Master Degree,In Relationship,Yes,Suburban,Marketing,Mid-Level,Small (51-200),Manufacturing,Good,Fast (50-100 Mbps),47,High,Weekly,76.9,77.9,57.5,86.7,7,20,100,4,3,09-03-24,High,72.8
EMP0163,45,6,2,Male,Master Degree,Single,No,Suburban,Engineering,Senior,Large (1001-5000),Healthcare,Poor,Fast (50-100 Mbps),49,Very High,Daily,70.7,83.4,62.6,95,3,39,100,8,6,08-05-24,High,83.7
EMP0164,27,1,2,Non-binary,PhD,Single,No,Urban,Engineering,Junior,Enterprise (5000+),Healthcare,Average,Moderate (25-50 Mbps),41,Very High,Few times per week,61.9,70.2,65,86.8,5,43,100,4,7,29-03-24,High,70
EMP0165,43,11,1,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Senior,Medium (201-1000),Government,Good,Very Fast (100+ Mbps),33,Very High,Weekly,92.6,95.1,79.2,95,9,6,100,6,8,06-03-24,High,98
EMP0166,38,3,3,Female,Master Degree,Divorced,No,Urban,Finance,Senior,Small (51-200),Technology,Good,Fast (50-100 Mbps),47,High,Daily,94.3,85.2,71.8,95,13,32,100,6,4,01-03-24,Medium,91.1
EMP0167,42,6,4,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Lead,Enterprise (5000+),Manufacturing,Good,Very Fast (100+ Mbps),43,High,Daily,100,95.9,74.3,95,12,28,100,5,8,12-02-24,Medium,98
EMP0168,52,6,4,Female,Master Degree,Married,Yes,Suburban,Sales,Mid-Level,Medium (201-1000),Education,Good,Fast (50-100 Mbps),43,Moderate,Daily,72,58,48.6,76.9,11,40,77.8,5,3,01-02-24,High,61.6
EMP0169,32,5,1,Male,Master Degree,Married,No,Urban,Finance,Mid-Level,Large (1001-5000),Retail,Good,Moderate (25-50 Mbps),43,Moderate,Few times per week,78.8,76.9,61.6,95,2,65,89.1,7,6,20-03-24,High,80.4
EMP0170,28,2,3,Male,Bachelor Degree,Single,Yes,Suburban,Customer Success,Mid-Level,Startup (1-50),Finance,Good,Fast (50-100 Mbps),48,Moderate,Weekly,54,70,64.7,75.8,8,48,84,3,3,18-03-24,High,59.8
EMP0171,26,1,4,Female,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),43,High,Few times per week,89.8,98.2,78.6,95,6,0,100,5,4,26-01-24,High,98
EMP0172,27,1,3,Male,Bachelor Degree,Single,No,Suburban,HR,Junior,Enterprise (5000+),Healthcare,Average,Very Fast (100+ Mbps),39,Low,Few times per week,40,50,30,59.3,7,12,67.6,9,8,20-04-24,High,35
EMP0173,34,8,3,Female,Bachelor Degree,Divorced,No,Urban,Design,Senior,Medium (201-1000),Finance,Poor,Very Fast (100+ Mbps),32,Moderate,Few times per week,50.7,57.5,63.9,69.8,10,9,65.8,7,1,21-01-24,High,51.6
EMP0174,38,7,4,Male,PhD,Single,No,Urban,Product,Senior,Small (51-200),Technology,Average,Fast (50-100 Mbps),39,High,Weekly,100,97.4,72.3,95,8,25,100,2,7,04-05-24,High,98
EMP0175,37,5,5,Male,Bachelor Degree,Married,No,Urban,HR,Mid-Level,Startup (1-50),Consulting,Average,Very Fast (100+ Mbps),47,Moderate,Daily,99.8,86.5,87.5,95,11,0,100,5,3,29-01-24,High,84.5
EMP0176,42,5,1,Female,Associate Degree,Single,Yes,Rural,Finance,Senior,Small (51-200),Healthcare,Average,Very Fast (100+ Mbps),39,Very High,Weekly,95.4,95.3,84,95,5,21,100,3,8,03-02-24,Medium,94
EMP0177,35,1,3,Non-binary,Associate Degree,Married,Yes,Urban,Engineering,Junior,Small (51-200),Consulting,Good,Fast (50-100 Mbps),47,High,Weekly,86.4,94.4,78.8,95,9,39,100,6,8,04-04-24,Low,98
EMP0178,48,7,3,Female,Master Degree,Married,No,Suburban,Operations,Lead,Large (1001-5000),Healthcare,Poor,Very Fast (100+ Mbps),33,Very Low,Daily,84,100,84.9,95,2,14,100,3,7,04-02-24,High,91.5
EMP0179,32,3,3,Female,Bachelor Degree,Married,No,Suburban,Operations,Mid-Level,Small (51-200),Healthcare,Excellent,Moderate (25-50 Mbps),35,High,Few times per week,90.5,78.4,56.5,95,5,28,100,5,8,25-04-24,High,80.3
EMP0180,59,20,1,Female,Bachelor Degree,Single,No,Suburban,Sales,Manager,Startup (1-50),Non-profit,Good,Very Fast (100+ Mbps),35,Moderate,Daily,90.5,100,71.5,95,11,19,99.9,6,7,11-04-24,High,98
EMP0181,40,2,1,Male,Bachelor Degree,Married,No,Suburban,Marketing,Junior,Medium (201-1000),Government,Good,Very Fast (100+ Mbps),42,High,Few times per week,79.2,79.2,54.4,90.3,8,37,100,5,6,09-03-24,Medium,80.7
EMP0182,27,0,2,Male,Master Degree,Married,Yes,Rural,Finance,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),52,Low,Daily,60.5,60.7,81.8,86.6,10,0,96.1,6,6,31-03-24,Medium,66.5
EMP0183,25,1,5,Female,Bachelor Degree,Married,No,Urban,Design,Junior,Medium (201-1000),Consulting,Good,Slow (<25 Mbps),55,High,Daily,100,91.5,77.8,95,7,0,100,10,7,23-01-24,Medium,98
EMP0184,39,7,4,Female,Master Degree,Married,Yes,Urban,Sales,Senior,Large (1001-5000),Finance,Average,Fast (50-100 Mbps),48,High,Few times per week,75.1,72.7,73.4,90.9,10,15,100,4,6,04-03-24,Medium,68.2
EMP0185,32,2,4,Female,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),30,Moderate,Weekly,56.6,69.3,77,92.8,7,0,68.1,6,1,03-03-24,Low,70.1
EMP0186,41,6,4,Non-binary,Bachelor Degree,Married,No,Urban,Operations,Lead,Small (51-200),Education,Poor,Fast (50-100 Mbps),37,Moderate,Bi-weekly,95.5,98,82.9,95,5,41,87,6,3,31-03-24,High,90.6
EMP0187,39,6,1,Male,Associate Degree,In Relationship,Yes,Suburban,Engineering,Lead,Medium (201-1000),Non-profit,Good,Fast (50-100 Mbps),25,Moderate,Weekly,78.9,95.3,75.6,95,8,37,100,8,7,14-03-24,High,88.5
EMP0188,34,6,5,Male,Associate Degree,Married,No,Urban,Operations,Senior,Small (51-200),Non-profit,Poor,Very Fast (100+ Mbps),42,Moderate,Few times per week,68.6,58.6,50.2,63.4,7,0,65.3,5,6,22-03-24,High,54.3
EMP0189,27,3,3,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Startup (1-50),Technology,Good,Fast (50-100 Mbps),51,High,Monthly,91.2,93.8,92.9,95,8,23,100,6,10,16-02-24,High,98
EMP0190,22,1,2,Male,Bachelor Degree,Divorced,Yes,Urban,Marketing,Junior,Medium (201-1000),Manufacturing,Good,Very Fast (100+ Mbps),46,High,Daily,100,91.7,95,95,11,27,100,7,6,25-03-24,High,96.5
EMP0191,30,0,4,Male,Master Degree,Single,No,Urban,Operations,Mid-Level,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),31,Moderate,Daily,100,100,79.3,95,10,22,100,9,3,04-05-24,High,98
EMP0192,42,3,4,Male,High School,Divorced,No,Suburban,Engineering,Senior,Startup (1-50),Finance,Average,Fast (50-100 Mbps),50,Moderate,Few times per week,78.7,92,69.7,95,10,40,89.8,4,5,14-05-24,High,76.5
EMP0193,36,7,4,Male,Associate Degree,Single,No,Urban,Engineering,Lead,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),49,High,Few times per week,87.1,95,93.9,89.9,6,25,100,10,7,16-01-24,Medium,83.9
EMP0194,23,0,1,Female,Master Degree,Married,Yes,Suburban,Sales,Mid-Level,Large (1001-5000),Healthcare,Good,Moderate (25-50 Mbps),51,Moderate,Few times per week,70.5,67.3,74,78,8,27,90.1,7,7,11-04-24,High,61.2
EMP0195,36,0,5,Female,Bachelor Degree,Single,No,Rural,Sales,Junior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),48,Low,Weekly,51.1,50,42.5,57.7,1,0,83.9,6,7,16-04-24,High,43
EMP0196,38,5,5,Female,Master Degree,In Relationship,No,Suburban,Finance,Senior,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),38,Moderate,Daily,100,100,54.2,95,6,0,100,4,4,29-01-24,High,98
EMP0197,27,0,2,Female,Master Degree,Married,No,Urban,Marketing,Junior,Large (1001-5000),Technology,Poor,Very Fast (100+ Mbps),30,Very High,Few times per week,100,100,79.7,95,9,0,100,6,8,11-04-24,High,98
EMP0198,36,1,0,Male,Bachelor Degree,Married,No,Rural,Sales,Junior,Enterprise (5000+),Finance,Excellent,Moderate (25-50 Mbps),49,High,Few times per week,96,99.3,73.4,95,10,24,100,3,9,07-05-24,Medium,95.6
EMP0199,35,2,1,Female,Master Degree,Single,No,Urban,Marketing,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),46,High,Weekly,92.6,83.9,78.7,95,10,32,100,9,4,23-03-24,High,93.2
EMP0200,24,0,5,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Small (51-200),Retail,Average,Slow (<25 Mbps),30,High,Bi-weekly,73.2,73.9,50.2,95,7,0,100,4,7,20-04-24,High,74.7
EMP0201,38,8,3,Male,Bachelor Degree,Married,Yes,Urban,HR,Senior,Small (51-200),Healthcare,Excellent,Very Fast (100+ Mbps),36,High,Weekly,88.2,100,74.5,95,12,30,100,7,5,18-02-24,Medium,98
EMP0202,40,7,2,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),36,High,Daily,94,97.1,88.6,95,8,45,100,5,4,22-04-24,High,98
EMP0203,44,15,2,Female,Bachelor Degree,Single,Yes,Rural,Customer Success,Senior,Small (51-200),Education,Excellent,Fast (50-100 Mbps),46,Very High,Weekly,93.6,100,79.5,91.5,8,49,100,4,5,06-04-24,High,82.6
EMP0204,44,2,2,Female,Bachelor Degree,Married,Yes,Urban,Marketing,Junior,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),41,High,Daily,89.5,100,81,95,9,32,100,8,7,27-02-24,High,96.9
EMP0205,22,1,4,Female,Bachelor Degree,Married,No,Suburban,Marketing,Junior,Large (1001-5000),Media,Excellent,Very Fast (100+ Mbps),40,High,Monthly,85.6,88.7,88.5,95,4,11,100,8,9,29-01-24,High,90.9
EMP0206,26,2,3,Female,Bachelor Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Good,Moderate (25-50 Mbps),39,High,Weekly,100,97.9,69.2,95,7,22,100,1,8,21-02-24,High,98
EMP0207,39,9,5,Male,Associate Degree,Single,No,Suburban,Customer Success,Senior,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),35,Very High,Few times per week,98.3,99.7,95,95,5,0,100,9,4,10-03-24,High,98
EMP0208,39,10,4,Female,Associate Degree,Married,No,Rural,Design,Senior,Medium (201-1000),Technology,Average,Fast (50-100 Mbps),47,Very High,Weekly,88.8,97,94.3,95,8,10,100,5,6,04-02-24,Medium,98
EMP0209,39,8,4,Female,High School,In Relationship,Yes,Suburban,Marketing,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),37,High,Few times per week,71.7,82.4,60,95,7,0,100,3,4,13-03-24,Medium,87.2
EMP0210,65,32,2,Male,Associate Degree,Single,Yes,Suburban,Engineering,Director,Enterprise (5000+),Media,Average,Slow (<25 Mbps),48,Low,Daily,80.9,82.5,80.1,95,7,43,98.6,6,6,15-01-24,Medium,88.5
EMP0211,40,8,0,Male,Bachelor Degree,Married,Yes,Suburban,Product,Senior,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),33,Moderate,Weekly,95.5,91,78.2,95,10,0,100,3,7,16-04-24,High,84.3
EMP0212,45,17,3,Female,Bachelor Degree,Single,No,Rural,Engineering,Manager,Small (51-200),Retail,Good,Very Fast (100+ Mbps),39,High,Few times per week,76,77.7,65.3,95,9,8,100,4,8,06-05-24,High,73.7
EMP0213,43,14,2,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),53,Low,Bi-weekly,91.9,87,72.1,95,7,33,100,6,8,16-04-24,High,85.7
EMP0214,40,15,2,Female,Master Degree,Married,Yes,Suburban,Finance,Lead,Startup (1-50),Education,Good,Very Fast (100+ Mbps),43,High,Daily,47.9,60.1,44.7,63.4,12,67,100,5,2,17-02-24,High,50.7
EMP0215,32,6,5,Female,Master Degree,Single,Yes,Urban,Product,Senior,Medium (201-1000),Media,Good,Very Fast (100+ Mbps),39,Moderate,Weekly,75.8,71.1,47.8,90.5,9,0,100,4,7,19-03-24,High,68.4
EMP0216,41,1,3,Non-binary,Bachelor Degree,Married,No,Urban,Product,Junior,Startup (1-50),Technology,Poor,Very Fast (100+ Mbps),38,Very High,Weekly,83.5,77.7,75.8,95,7,14,100,4,6,21-04-24,High,85.8
EMP0217,28,3,1,Male,Master Degree,Divorced,No,Urban,Engineering,Mid-Level,Medium (201-1000),Education,Good,Moderate (25-50 Mbps),36,Moderate,Bi-weekly,81.7,84.9,75.9,95,8,0,100,6,6,06-02-24,Medium,83
EMP0218,32,4,1,Male,Bachelor Degree,In Relationship,No,Suburban,Operations,Junior,Medium (201-1000),Government,Good,Moderate (25-50 Mbps),44,Very High,Daily,73.3,67.9,63.2,88.2,5,31,100,8,5,19-03-24,Medium,72.7
EMP0219,30,2,2,Male,High School,Single,Yes,Rural,Engineering,Mid-Level,Medium (201-1000),Retail,Average,Very Fast (100+ Mbps),47,Very High,Few times per week,100,100,84.8,95,3,33,100,2,2,10-05-24,High,98
EMP0220,35,2,5,Male,Master Degree,Single,Yes,Urban,Engineering,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),43,High,Weekly,97.4,96,90.7,95,10,0,100,4,8,28-01-24,High,98
EMP0221,55,31,2,Female,Associate Degree,In Relationship,Yes,Suburban,Marketing,Manager,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),41,Low,Few times per week,93.2,94,72.6,95,6,15,83.7,7,5,05-05-24,Medium,91.3
EMP0222,22,1,2,Female,PhD,Single,Yes,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),45,Very High,Few times per week,78.8,79.6,67.9,95,10,29,100,10,9,04-04-24,High,80.9
EMP0223,41,9,4,Female,Bachelor Degree,Married,Yes,Urban,Finance,Senior,Medium (201-1000),Consulting,Average,Very Fast (100+ Mbps),33,High,Few times per week,97.2,85.9,62.9,95,8,13,100,7,3,22-02-24,Medium,85.6
EMP0224,22,1,2,Male,Bachelor Degree,Single,Yes,Rural,Data Science,Junior,Medium (201-1000),Education,Excellent,Fast (50-100 Mbps),44,High,Monthly,73.2,80.9,76.8,95,8,41,100,2,6,01-05-24,High,79.6
